Species Code,Common Name,Scientific Name,In BS Region,In GOA Region,In WC Region,Taxonomically Classifiable,Species Taxonomic ID,Category of Code,Category Merge Mode,Merge In RACEBASE,Life Stage ID,From Length,To Length,Length Units,Is Organic,ITIS ID,Active,Size Class ID,Polycorder Species Code,Commonly Counted,Merge In Extract,Morphic Subcategory
23711,,Holtbyrnia sp.,,,Y,Y,3619,N,,N,,,,,Y,,Y,,,U,N,N
23712,lanternjaw tubeshoulder,Holtbyrnia innesi,,,Y,Y,3620,N,,N,,,,,Y,,Y,,,U,N,N
23720,striped tubeshoulder,Mirorictus taningi,,,Y,Y,2535,N,,N,,,,,Y,,Y,,,Y,N,N
23791,dwarf wrymouth,Cryptacanthodes aleutensis,Y,Y,Y,Y,3873,N,,N,,,,,Y,,Y,,,Y,N,N
23792,giant wrymouth,Cryptacanthodes giganteus,Y,Y,Y,Y,2451,N,,N,,,,,Y,,Y,,,Y,N,N
23800,prickleback unid.,Stichaeidae,Y,Y,Y,Y,947,N,,N,,,,,Y,,Y,,,Y,N,N
23801,,Lumpenus sp.,Y,Y,,Y,575,N,,N,,,,,Y,,Y,,,Y,N,N
23802,bluebarred prickleback,Plectobranchus evides,,,Y,Y,2427,N,,N,,,,,Y,,Y,,,Y,N,N
23803,fourline snakeblenny,Eumesogrammus praecisus,Y,,,Y,2333,N,,N,,,,,Y,,Y,,160,Y,N,N
23804,Arctic shanny,Stichaeus punctatus,Y,,,Y,1733,N,,N,,,,,Y,,Y,,161,Y,N,N
23805,daubed shanny,Lumpenus maculatus,Y,Y,,Y,1430,N,,N,,,,,Y,,Y,,162,Y,N,N
23806,stout eelblenny,Lumpenus medius,Y,,,Y,1427,N,,N,,,,,Y,,Y,,163,Y,N,N
23807,slender eelblenny,Lumpenus fabricii,Y,Y,,Y,1429,N,,N,,,,,Y,,Y,,164,Y,N,N
23808,snake prickleback,Lumpenus sagitta,Y,Y,Y,Y,1428,N,,N,,,,,Y,,Y,,,Y,N,N
23809,pighead prickleback,Acantholumpenus mackayi,Y,Y,,Y,2441,N,,N,,,,,Y,,Y,,,Y,N,N
23836,longsnout prickleback,Lumpenella longirostris,Y,Y,Y,Y,2533,N,,N,,,,,Y,,Y,,,Y,N,N
23840,,Chirolophis sp.,Y,Y,,Y,264,N,,N,,,,,Y,,Y,,,Y,N,N
23841,decorated warbonnet,Chirolophis decoratus,Y,Y,,Y,2010,N,,N,,,,,Y,,Y,,,Y,N,N
23843,bearded warbonnet,Chirolophis snyderi,Y,Y,,Y,2008,N,,N,,,,,Y,,Y,,,Y,N,N
23844,matcheek warbonnet,Chirolophis tarsodes,,Y,,Y,2009,N,,N,,,,,Y,,Y,,,Y,N,N
23850,whitebarred prickleback,Poroclinus rothrocki,Y,Y,Y,Y,1903,N,,N,,,,,Y,,Y,,,Y,N,N
23851,mosshead warbonnet,Chirolophis nugator,,Y,,Y,2007,N,,N,,,,,Y,,Y,,,Y,N,N
23861,nutcracker prickleback,Bryozoichthys lysimus,,Y,,Y,2322,N,,N,,,,,Y,,Y,,,Y,N,N
23862,pearly prickleback,Bryozoichthys marjorius,,Y,,Y,2323,N,,N,,,,,Y,,Y,,,Y,N,N
23863,,Bryozoichthys sp.,Y,Y,,Y,205,N,,N,,,,,Y,,Y,,,Y,N,N
23865,high cockscomb,Anoplarchus purpurescens,,Y,,Y,1943,N,,N,,,,,Y,,Y,,,Y,N,N
23866,slender cockscomb,Anoplarchus insignis,,Y,,Y,1942,N,,N,,,,,Y,,Y,,,Y,N,N
23871,gunnel unid.,Pholidae,Y,Y,Y,Y,782,N,,N,,,,,Y,,Y,,,Y,N,N
23872,,Pholis sp.,Y,Y,,Y,783,N,,N,,,,,Y,,Y,,,Y,N,N
23873,crescent gunnel,Pholis laeta,,Y,,Y,1171,N,,N,,,,,Y,,Y,,,Y,N,N
23900,butterfish unid.,Stromateidae,,,Y,Y,954,N,,N,,,,,Y,,Y,,,Y,N,N
23911,Pacific pompano,Peprilus simillimus,,,Y,Y,1486,N,,N,,,,,Y,,Y,,,Y,N,N
23915,medusafish,Icichthys lockingtoni,,Y,Y,Y,1655,N,,N,,,,,Y,,Y,,,Y,N,N
23932,king-of-the-salmon,Trachipterus altivelis,Y,Y,Y,Y,2300,N,,N,,,,,Y,,Y,,,Y,N,N
23933,whiptail ribbonfish,Desmodema lorum,,,Y,Y,1634,N,,N,,,,,Y,,Y,,,Y,N,N
23940,,Trichiuridae,,,Y,Y,1013,N,,N,,,,,Y,,Y,,,Y,N,N
23942,North Pacific frostfish,Benthodesmus pacificus,,,Y,Y,2159,N,,N,,,,,Y,,Y,,,Y,N,N
23943,,Benthodesmus sp.,,,Y,Y,179,N,,N,,,,,Y,,Y,,,Y,N,N
23944,Pacific black scabbardfish,Aphanopus arigato,,,Y,Y,3562,N,,N,,,,,Y,,Y,,,Y,N,N
23945,scabbardfish,Lepidopus fitchi,,,Y,Y,3630,N,,N,,,,,Y,,Y,,,Y,N,N
23950,eel unid.,Anguilliformes,,,Y,Y,79,N,,N,,,,,Y,,Y,,,Y,N,N
23952,leptocephalus unid.,,,,Y,Y,79,Y,23950,N,3,,,,Y,,Y,,,Y,N,N
23958,spookfish unid.,Opisthoproctidae,,Y,,Y,719,N,,N,,,,,Y,,Y,,,Y,N,N
23960,,Dolichopteryx sp.,Y,,Y,Y,366,N,,N,,,,,Y,,Y,,,Y,N,N
23961,brownsnout spookfish,Dolichopteryx longipes,,,Y,Y,2331,N,,N,,,,,Y,,Y,,,Y,N,N
23962,barreleye,Macropinna microstoma,Y,Y,Y,Y,1866,N,,N,,,,,Y,,Y,,,Y,N,N
23963,,Bathylychnops sp.,,,Y,Y,167,N,,N,,,,,Y,,Y,,,Y,N,N
23964,javelin spookfish,Bathylychnops exilis,,,Y,Y,2321,N,,N,,,,,Y,,Y,,,Y,N,N
23970,,Gigantura indica,,,Y,Y,1648,N,,N,,,,,Y,,Y,,,Y,N,N
24001,prowfish,Zaprora silenus,Y,Y,Y,Y,1338,N,,N,,,,,Y,,Y,,54,Y,N,N
24100,eelpout unid.,Zoarcidae,Y,Y,Y,Y,1054,N,,N,,,,,Y,,Y,,,Y,N,N
24109,,Bothrocara sp. cf. brunneum group,Y,,,Y,1795,N,,N,,,,,Y,,Y,,146,U,N,N
24110,twoline eelpout,Bothrocara brunneum,Y,Y,Y,Y,1792,N,,N,,,,,Y,,Y,,125,Y,N,N
24111,Alaska eelpout,Bothrocara pusillum,,Y,,Y,1793,N,,N,,,,,Y,,Y,,,Y,N,N
24112,western eelpout,Bothrocara zestum,Y,,,Y,3582,N,,N,,,,,Y,,Y,,146,Y,N,N
24114,shadow eelpout,Bothrocara nyx,Y,,,Y,3581,N,,N,,,,,Y,,Y,,,Y,N,N
24115,Japan-sea eelpout,Bothrocara hollandi,Y,,,Y,3583,N,,N,,,,,Y,,Y,,,U,N,N
24116,twoline eelpout (juvenile),Bothrocara brunneum (juvenile),Y,Y,Y,Y,1792,Y,24110,Y,4,,,,Y,,Y,,,Y,N,N
24120,soft eelpout,Bothrocara molle,,Y,Y,Y,1791,N,,N,,,,,Y,,Y,,,Y,N,N
24130,snakehead eelpout,Lycenchelys crotalinus,Y,Y,Y,Y,2070,N,,N,,,,,Y,,Y,,128,Y,N,N
24140,bigfin eelpout,Lycodes cortezianus,Y,Y,Y,Y,1280,N,,N,,,,,Y,,Y,,,Y,N,N
24150,,Lycenchelys sp.,Y,Y,,Y,577,N,,N,,,,,Y,,Y,,,Y,N,N
24151,shortjaw eelpout,Lycenchelys jordani,,Y,,Y,2067,N,,N,,,,,Y,,Y,,,Y,N,N
24152,Kamchatka eelpout,Lycenchelys camchatica,Y,,Y,Y,2069,N,,N,,,,,Y,,Y,,,Y,N,N
24153,,Lycenchelys ratmanovi,Y,,,Y,2068,N,,N,,,,,Y,,Y,,,Y,N,N
24158,deepwater eelpout,Lycodapus endemoscotus,,,Y,Y,1673,N,,N,,,,,Y,,Y,,,Y,N,N
24160,blackmouth eelpout,Lycodapus fierasfer,Y,Y,Y,Y,1668,N,,N,,,,,Y,,Y,,,Y,N,N
24165,looseskin eelpout,Lycodapus dermatinus,,,Y,Y,1671,N,,N,,,,,Y,,Y,,,Y,N,N
24166,specklemouth eelpout,Lycodapus psarostomatus,,Y,,Y,1675,N,,N,,,,,Y,,Y,,,Y,N,N
24167,stout eelpout,Lycodapus pachysoma,,,Y,Y,1669,N,,N,,,,,Y,,Y,,,Y,N,N
24170,pallid eelpout,Lycodapus mandibularis,Y,,Y,Y,1674,N,,N,,,,,Y,,Y,,,Y,N,N
24180,,Lycodes sp.,Y,Y,,Y,580,N,,N,,,,,Y,,Y,,,Y,N,N
24181,threespot eelpout,Lycodes rossi,Y,,,Y,2477,N,,N,,,,,Y,,Y,,,Y,N,N
24182,dipline eelpout,Lycodes soldatovi,Y,Y,,Y,2480,N,,N,,,,,Y,,Y,,,Y,N,N
24183,bicolor eelpout,Lycodes akuugun,,Y,,Y,3642,N,,N,,,,,Y,,Y,,,Y,N,N
24184,marbled eelpout,Lycodes raridens,Y,,,Y,2479,N,,N,,,,,Y,,Y,,131,Y,N,N
24185,wattled eelpout,Lycodes palearis,Y,Y,Y,Y,1277,N,,N,,,,,Y,,Y,,130,Y,N,N
24186,saddled eelpout,Lycodes mucosus,Y,,,Y,1273,N,,N,,,,,Y,,Y,,170,Y,N,N
24187,ebony eelpout,Lycodes concolor,Y,Y,,Y,1276,N,,N,,,,,Y,,Y,,127,Y,N,N
24188,Canadian eelpout,Lycodes polaris,Y,Y,Y,Y,1274,N,,N,,,,,Y,,Y,,171,Y,N,N
24189,polar eelpout,Lycodes turneri,Y,,,Y,2478,N,,N,,,,,Y,,Y,,172,Y,N,N
24190,black eelpout,Lycodes diapterus,,,Y,Y,1278,N,,N,,,,,Y,,Y,,126,Y,N,N
24191,shortfin eelpout,Lycodes brevipes,Y,Y,Y,Y,1275,N,,N,,,,,Y,,Y,,129,Y,N,N
24192,fish doctor,Gymnelus viridis,Y,,,Y,1396,N,,N,,,,,Y,,Y,,173,Y,N,N
24193,,Gymnelus sp.,Y,Y,,Y,452,N,,N,,,,,Y,,Y,,,Y,N,N
24194,halfbarred eelpout,Gymnelus hemifasciatus,Y,,,Y,1397,N,,N,,,,,Y,,Y,,174,Y,N,N
24195,Bering eelpout,Lycodes beringi,Y,Y,,Y,3643,N,,N,,,,,Y,,Y,,126,U,N,N
24196,longear eelpout,Lycodes seminudus,Y,,,Y,3644,N,,N,,,,,Y,,Y,,,U,N,N
24197,Arctic eelpout,Lycodes reticulatus,Y,N,N,Y,4120,N,,N,,,,,Y,,Y,,,Y,N,N
24200,blackbelly eelpout,Lycodes pacificus,Y,Y,Y,Y,1279,N,,N,,,,,Y,,Y,,,Y,N,N
24220,,Bothrocara sp.,Y,Y,,Y,196,N,,N,,,,,Y,,Y,,,Y,N,N
24221,scalynape eelpout,Pachycara lepinium,,,Y,Y,1691,N,,N,,,,,Y,,Y,,,Y,N,N
24230,,Lycodapus sp.,Y,Y,Y,Y,578,N,,N,,,,,Y,,Y,,,Y,N,N
24231,variform eelpout,Lycodapus poecilus,Y,,,Y,1667,N,,N,,,,,Y,,Y,,,Y,N,N
24232,smallhead eelpout,Lycodapus parviceps,Y,,,Y,1670,N,,N,,,,,Y,,Y,,,Y,N,N
24233,bigtooth eelpout,Lycodapus grossidens,,Y,,Y,1672,N,,N,,,,,Y,,Y,,,Y,N,N
24234,slender eelpout,Lycodapus leptus,Y,,,Y,3641,N,,N,,,,,Y,,Y,,,U,N,N
24240,bearded eelpout,Lycodema barbatum,,,Y,Y,1431,N,,N,,,,,Y,,Y,,,Y,N,N
24393,midwater eelpout,Melanostigma pammelas,,,Y,Y,2254,N,,N,,,,,Y,,Y,,,Y,N,N
24394,coral eelpout,Puzanovia rubra,Y,Y,,Y,1720,N,,N,,,,,Y,,Y,,,Y,N,N
24395,thinskin eelpout,Nalbantichthys elongatus,,Y,,Y,2419,N,,N,,,,,Y,,Y,,,Y,N,N
24404,striped kelpfish,Gibbonsia metzi,,,Y,Y,1647,N,,N,,,,,Y,,Y,,,Y,N,N
25100,sturgeon unid.,Acipenseridae,,Y,,Y,26,N,,N,,,,,Y,,Y,,,Y,N,N
25120,green sturgeon,Acipenser medirostris,,,Y,Y,1590,N,,N,,,,,Y,,Y,,,Y,N,N
26050,loosejaw unid.,Malacosteinae,,Y,Y,Y,2835,N,,N,,,,,Y,,Y,,,Y,N,N
26051,,Photonectes margarita,,,Y,Y,2118,N,,N,,,,,Y,,Y,,,Y,N,N
26053,shining loosejaw,Aristostomias scintillans,Y,,Y,Y,2318,N,,N,,,,,Y,,Y,,,Y,N,N
26060,,Neonesthes capensis,,,Y,Y,2536,N,,N,,,,,Y,,Y,,,Y,N,N
27020,opah,Lampris guttatus,,Y,,Y,1254,N,,N,,,,,Y,,Y,,,Y,N,N
27028,tube-eye,Stylephorus chordatus,,,Y,Y,2133,N,,N,,,,,Y,,Y,,,Y,N,N
27050,lizardfish unid.,Synodontidae,,,Y,Y,974,N,,N,,,,,Y,,Y,,,Y,N,N
27051,California lizardfish,Synodus lucioceps,,,Y,Y,2496,N,,N,,,,,Y,,Y,,,Y,N,N
28001,dogface witch-eel,Facciolella gilbertii,,,Y,Y,2030,N,,N,,,,,Y,,Y,,,Y,N,N
28002,whipsnout eels,Venefica sp.,,,Y,Y,1036,N,,N,,,,,Y,,Y,,,Y,N,N
28532,Sherborn's cardinalfish,Howella sherborni,,Y,,Y,1250,N,,N,,,,,Y,,Y,,,Y,N,N
28533,pelagic basslet,Howella brodiei,,,Y,Y,1249,N,,N,,,,,Y,,Y,,,Y,N,N
28700,North Pacific pelagic armorhead,Pseudopentaceros wheeleri,,Y,,Y,3813,N,,N,,,,,Y,,Y,,,U,N,N
29990,umbrellamouth gulper,Eurypharynx pelecanoides,,,Y,Y,2029,N,,N,,,,,Y,,Y,,,Y,N,N
29996,,Saccopharynx sp.,,,Y,Y,882,N,,N,,,,,Y,,Y,,,Y,N,N
29997,,Saccopharynx lavenbergi,,,Y,Y,2289,N,,N,,,,,Y,,Y,,,U,N,N
29999,roundfish unid.,,Y,Y,Y,Y,7,N,,N,,,,,Y,,Y,,,Y,N,N
30000,scorpionfish and rockfish unid.,Scorpaenidae,,Y,,Y,902,N,,N,,,,,Y,,Y,,,Y,N,N
30010,thornyhead unid.,Sebastolobus sp.,Y,Y,Y,Y,909,N,,N,,,,,Y,,Y,,,Y,N,N
30020,shortspine thornyhead,Sebastolobus alascanus,Y,Y,Y,Y,2291,N,,N,,,,,Y,,Y,,55,Y,N,N
30025,broadfin thornyhead,Sebastolobus macrochir,Y,Y,,Y,2293,N,,N,,,,,Y,,Y,,132,Y,N,N
30030,longspine thornyhead,Sebastolobus altivelis,Y,Y,Y,Y,2292,N,,N,,,,,Y,,Y,,56,Y,N,N
30035,Aleutian scorpionfish,Adelosebastes latens,,Y,,Y,2309,N,,N,,,,,Y,,Y,,,Y,N,N
30040,rockfish unid.,Sebastes sp.,Y,Y,Y,Y,908,N,,N,,,,,Y,,Y,,,Y,N,N
30045,honeycomb rockfish,Sebastes umbrosus,,,Y,Y,1523,N,,N,,,,,Y,,Y,,,Y,N,N
30050,rougheye and blackspotted rockfish unid.,,Y,Y,Y,Y,908,N,,N,,,,,Y,,Y,,151,Y,N,N
30051,rougheye rockfish,Sebastes aleutianus,Y,Y,Y,Y,1532,N,,N,,,,,Y,,Y,,57,U,N,N
30052,blackspotted rockfish,Sebastes melanostictus,Y,Y,Y,Y,1554,N,,N,,,,,Y,,Y,,150,U,N,N
30060,Pacific ocean perch,Sebastes alutus,Y,Y,Y,Y,1500,N,,N,,,,,Y,,Y,,58,Y,N,N
30070,kelp rockfish,Sebastes atrovirens,,,Y,Y,1533,N,,N,,,,,Y,,Y,,,Y,N,N
30080,brown rockfish,Sebastes auriculatus,,Y,Y,Y,1540,N,,N,,,,,Y,,Y,,59,Y,N,N
30090,aurora rockfish,Sebastes aurora,,Y,Y,Y,1501,N,,N,,,,,Y,,Y,,60,Y,N,N
30100,silvergray rockfish,Sebastes brevispinis,,Y,Y,Y,1541,N,,N,,,,,Y,,Y,,61,Y,N,N
30110,gopher rockfish,Sebastes carnatus,,,Y,Y,1510,N,,N,,,,,Y,,Y,,,Y,N,N
30120,copper rockfish,Sebastes caurinus,,Y,Y,Y,1511,N,,N,,,,,Y,,Y,,62,Y,N,N
30130,greenspotted rockfish,Sebastes chlorostictus,,,Y,Y,1553,N,,N,,,,,Y,,Y,,,Y,N,N
30150,dusky and dark rockfishes unid.,,Y,Y,Y,Y,908,N,,N,,,,,Y,,Y,,63,Y,N,N
30151,dark rockfish,Sebastes ciliatus,,Y,,Y,1512,N,,N,,,,,Y,,Y,,64,Y,N,N
30152,dusky rockfish,Sebastes variabilis,,Y,,Y,1537,N,,N,,,,,Y,,Y,,65,Y,N,N
30155,black and yellow rockfish,Sebastes chrysomelas,,,Y,Y,1542,N,,N,,,,,Y,,Y,,,Y,N,N
30160,starry rockfish,Sebastes constellatus,,,Y,Y,1547,N,,N,,,,,Y,,Y,,,Y,N,N
30170,darkblotched rockfish,Sebastes crameri,Y,Y,Y,Y,1504,N,,N,,,,,Y,,Y,,66,Y,N,N
30180,calico rockfish,Sebastes dalli,,,Y,Y,1495,N,,N,,,,,Y,,Y,,,Y,N,N
30190,splitnose rockfish,Sebastes diploproa,,Y,Y,Y,1524,N,,N,,,,,Y,,Y,,67,Y,N,N
30200,greenstriped rockfish,Sebastes elongatus,,Y,Y,Y,1525,N,,N,,,,,Y,,Y,,68,Y,N,N
30210,Puget Sound rockfish,Sebastes emphaeus,,Y,,Y,1513,N,,N,,,,,Y,,Y,,69,Y,N,N
30220,widow rockfish,Sebastes entomelas,,Y,Y,Y,1526,N,,N,,,,,Y,,Y,,70,Y,N,N
30230,pink rockfish,Sebastes eos,,,Y,Y,1494,N,,N,,,,,Y,,Y,,,Y,N,N
30240,yellowtail rockfish,Sebastes flavidus,Y,Y,Y,Y,1514,N,,N,,,,,Y,,Y,,71,Y,N,N
30250,bronzespotted rockfish,Sebastes gilli,,,Y,Y,1496,N,,N,,,,,Y,,Y,,,Y,N,N
30260,chilipepper,Sebastes goodei,,,Y,Y,1502,N,,N,,,,,Y,,Y,,,Y,N,N
30270,rosethorn rockfish,Sebastes helvomaculatus,,Y,Y,Y,1555,N,,N,,,,,Y,,Y,,72,Y,N,N
30280,squarespot rockfish,Sebastes hopkinsi,,,Y,Y,1515,N,,N,,,,,Y,,Y,,,Y,N,N
30290,shortbelly rockfish,Sebastes jordani,,Y,Y,Y,1505,N,,N,,,,,Y,,Y,,,Y,N,N
30295,freckled rockfish,Sebastes lentiginosus,,,Y,Y,1548,N,,N,,,,,Y,,Y,,,Y,N,N
30300,cowcod,Sebastes levis,,,Y,Y,1497,N,,N,,,,,Y,,Y,,,Y,N,N
30315,Mexican rockfish,Sebastes macdonaldi,,,Y,Y,1534,N,,N,,,,,Y,,Y,,,Y,N,N
30320,quillback rockfish,Sebastes maliger,,Y,Y,Y,1506,N,,N,,,,,Y,,Y,,73,Y,N,N
30330,black rockfish,Sebastes melanops,,Y,Y,Y,1516,N,,N,,,,,Y,,Y,,74,Y,N,N
30340,blackgill rockfish,Sebastes melanostomus,Y,Y,Y,Y,1549,N,,N,,,,,Y,,Y,,,Y,N,N
30350,vermilion rockfish,Sebastes miniatus,,Y,Y,Y,1517,N,,N,,,,,Y,,Y,,75,Y,N,N
30360,blue rockfish,Sebastes mystinus,Y,Y,Y,Y,1518,N,,N,,,,,Y,,Y,,76,Y,N,N
30370,China rockfish,Sebastes nebulosus,,Y,Y,Y,1527,N,,N,,,,,Y,,Y,,77,Y,N,N
30380,tiger rockfish,Sebastes nigrocinctus,,Y,Y,Y,1550,N,,N,,,,,Y,,Y,,78,Y,N,N
30390,speckled rockfish,Sebastes ovalis,,,Y,Y,1503,N,,N,,,,,Y,,Y,,,Y,N,N
30400,bocaccio,Sebastes paucispinis,,Y,Y,Y,1543,N,,N,,,,,Y,,Y,,79,Y,N,N
30410,canary rockfish,Sebastes pinniger,,Y,Y,Y,1519,N,,N,,,,,Y,,Y,,80,Y,N,N
30420,northern rockfish,Sebastes polyspinis,Y,Y,,Y,1535,N,,N,,,,,Y,,Y,,81,Y,N,N
30430,redstripe rockfish,Sebastes proriger,Y,Y,Y,Y,1520,N,,N,,,,,Y,,Y,,82,Y,N,N
30450,grass rockfish,Sebastes rastrelliger,,,Y,Y,1551,N,,N,,,,,Y,,Y,,,Y,N,N
30460,rosy rockfish,Sebastes rosaceus,,,Y,Y,1521,N,,N,,,,,Y,,Y,,,Y,N,N
30470,yelloweye rockfish,Sebastes ruberrimus,,Y,Y,Y,1536,N,,N,,,,,Y,,Y,,83,Y,N,N
30475,redbanded rockfish,Sebastes babcocki,Y,Y,Y,Y,1508,N,,N,,,,,Y,,Y,,84,Y,N,N
30480,flag rockfish,Sebastes rubrivinctus,,Y,Y,Y,1552,N,,N,,,,,Y,,Y,,,Y,N,N
30490,stripetail rockfish,Sebastes saxicola,,Y,Y,Y,1522,N,,N,,,,,Y,,Y,,85,Y,N,N
30500,halfbanded rockfish,Sebastes semicinctus,,,Y,Y,1545,N,,N,,,,,Y,,Y,,,Y,N,N
30510,olive rockfish,Sebastes serranoides,,Y,Y,Y,1546,N,,N,,,,,Y,,Y,,,Y,N,N
30525,tree rockfish,Sebastes serriceps,,,Y,Y,1529,N,,N,,,,,Y,,Y,,,Y,N,N
30535,harlequin rockfish,Sebastes variegatus,Y,Y,Y,Y,1538,N,,N,,,,,Y,,Y,,86,Y,N,N
30540,whitebelly rockfish,Sebastes vexillaris,,,Y,Y,1539,N,,N,,,,,Y,,Y,,,Y,N,N
30550,pygmy rockfish,Sebastes wilsoni,,Y,Y,Y,1507,N,,N,,,,,Y,,Y,,87,Y,N,N
30560,sharpchin rockfish,Sebastes zacentrus,,Y,Y,Y,1531,N,,N,,,,,Y,,Y,,88,Y,N,N
30570,chameleon rockfish,Sebastes phillipsi,,Y,Y,Y,1528,N,,N,,,,,Y,,Y,,,Y,N,N
30575,bank rockfish,Sebastes rufus,,Y,Y,Y,1499,N,,N,,,,,Y,,Y,,,Y,N,N
30576,shortraker rockfish,Sebastes borealis,Y,Y,Y,Y,1509,N,,N,,,,,Y,,Y,,89,Y,N,N
30580,black rockfish unid.,,,Y,Y,Y,908,N,,N,,,,,Y,,Y,,,Y,N,N
30590,red rockfish unid.,,,Y,Y,Y,908,N,,N,,,,,Y,,Y,,,Y,N,N
30600,yellowmouth rockfish,Sebastes reedi,Y,Y,Y,Y,1498,N,,N,,,,,Y,,Y,,90,Y,N,N
30611,greenblotched rockfish,Sebastes rosenblatti,,,Y,Y,1544,N,,N,,,,,Y,,Y,,,Y,N,N
30620,pinkrose rockfish,Sebastes simulator,,,Y,Y,1530,N,,N,,,,,Y,,Y,,,Y,N,N
30630,white spotted red rockfish unid.,Sebastes (Sebastomus) sp.,Y,Y,,Y,4023,N,,N,,,,,Y,,Y,,,Y,N,N
31501,California scorpionfish,Scorpaena guttata,,,Y,Y,1729,N,,N,,,,,Y,,Y,,,Y,N,N
31550,lumptail searobin,Prionotus stephanophrys,,,Y,Y,1707,N,,N,,,,,Y,,Y,,,Y,N,N
39100,Steller sea lion,Eumetopias jubatus,,,,Y,1834,N,,N,,,,,Y,,Y,,,Y,N,N
40001,coelenterate unid.,Cnidaria,Y,Y,Y,Y,284,N,,N,,,,,Y,,Y,,,U,N,N
40008,campanulariid hydroid,Campanulariidae,,Y,,Y,220,N,,N,,,,,Y,,Y,,,U,N,N
40009,plumulariid hydroids,Plumulariidae,,Y,,Y,803,N,,N,,,,,Y,,Y,,,U,N,N
40010,,Hydrozoa,Y,Y,,Y,494,N,,N,,,,,Y,,Y,,,U,N,N
40011,hydroid unid.,Hydroidolina,Y,Y,Y,Y,2599,N,,N,,,,,Y,,Y,,,N,N,N
40012,champagne flute hydroid,Bonneviella sp. A (Clark 2006),,Y,,Y,3799,N,,N,,,,,Y,,Y,,,U,N,N
40013,,Bonneviella sp.,,Y,,Y,3798,N,,N,,,,,Y,,Y,,,U,N,N
40015,pussywillow hydroid,,,Y,,Y,494,N,,N,,,,,Y,,Y,,,U,N,N
40020,,Hydractinia sp.,Y,,,Y,491,N,,N,,,,,Y,,Y,,,U,N,N
40028,,Aglaophenia sp.,,Y,,Y,43,N,,N,,,,,Y,,Y,,,U,N,N
40034,,Abietinaria sp.,,Y,,Y,15,N,,N,,,,,Y,,Y,,,U,N,N
40035,bushy white hydroid,Abietinaria greenei,,Y,,Y,1935,N,,N,,,,,Y,,Y,,,U,N,N
40036,white tangled hydroid,Abietinaria sp. A (Clark 2006),,Y,,Y,3365,N,,N,,,,,Y,,Y,,,U,N,N
40040,tubulariid hydroids,Tubulariidae,,Y,,Y,1026,N,,N,,,,,Y,,Y,,,U,N,N
40049,Sertulariid hydroid,Sertulariidae,,Y,,Y,2597,N,,N,,,,,Y,,Y,,,U,N,N
40050,,Sertularia robusta,Y,,,Y,1912,N,,N,,,,,Y,,Y,,,U,N,N
40060,by-the-wind sailor,Velella velella,,Y,,Y,3781,N,,N,,,,,Y,,Y,,,U,N,N
40061,blob-top jelly,Neoturris breviconis,,,,Y,3976,N,,N,,,,,Y,,Y,,,Y,N,N
40500,jellyfish unid.,Scyphozoa,Y,Y,Y,Y,2852,N,,N,,,,,Y,,Y,,,U,N,N
40501,chrysaora jellyfish,Chrysaora sp.,Y,Y,Y,Y,272,N,,N,,,,,Y,,Y,,,Y,N,N
40502,,Periphylla sp.,,,Y,Y,776,N,,N,,,,,Y,,Y,,,Y,N,N
40503,helmet jelly,Periphylla periphylla,,Y,,Y,1890,N,,N,,,,,Y,,Y,,,Y,N,N
40504,,Chrysaora melanaster,,Y,,Y,1626,N,,N,,,,,Y,,Y,,,Y,N,N
40505,egg yolk jelly,Phacellophora camtschatica,,Y,,Y,3244,N,,N,,,,,Y,,Y,,,Y,N,N
40506,,Aequorea sp.,Y,Y,,Y,41,N,,N,,,,,Y,,Y,,,Y,N,N
40507,,Bolinopsis sp.,,Y,,Y,188,N,,N,,,,,Y,,Y,,,Y,N,N
40508,,Polyorchis sp.,,Y,,Y,814,N,,N,,,,,Y,,Y,,,Y,N,N
40509,,Phacellophora sp.,Y,Y,,Y,3243,N,,N,,,,,Y,,Y,,,Y,N,N
40510,,Atolla sp.,Y,Y,,Y,152,N,,N,,,,,Y,,Y,,,Y,N,N
40511,,Aurelia sp.,,Y,,Y,154,N,,N,,,,,Y,,Y,,,Y,N,N
40512,,Aurelia labiata,,Y,,Y,1209,N,,N,,,,,Y,,Y,,,Y,N,N
40513,,Aurelia aurita,,Y,,Y,1208,N,,N,,,,,Y,,Y,,,Y,N,N
40515,sea nettle,Chrysaora fuscescens,,Y,,Y,3593,N,,N,,,,,Y,,Y,,,U,N,N
40519,whitecross jelly,Staurostoma mertensii,Y,Y,,Y,4071,N,,N,,,,,Y,,Y,,,Y,N,N
40520,brown rimmed jelly,Aurelia limbata,Y,Y,,Y,4068,N,,N,,,,,Y,,Y,,,Y,N,N
40560,,Cyanea sp.,Y,Y,Y,Y,330,N,,N,,,,,Y,,Y,,,Y,N,N
40561,lion's mane,Cyanea capillata,,Y,Y,Y,1130,N,,N,,,,,Y,,Y,,,Y,N,N
41000,,Anthozoa,Y,,,Y,95,N,,N,,,,,Y,,Y,,,U,N,N
41099,,Octocorallia,Y,Y,,Y,2725,N,,N,,,,,Y,,Y,,,U,N,N
41100,soft coral unid.,Alcyonacea,Y,Y,Y,Y,2724,N,,N,,,,,Y,,Y,,,U,N,N
41102,,Alcyonium sp.,Y,Y,,Y,51,N,,N,,,,,Y,,Y,,,U,N,N
